119.29,18.06,21.95
119.80,18.06,22.15
120.32,18.06,22.15
120.83,18.06,22.05
121.34,18.12,22.05
121.85,18.12,22.15
122.36,18.19,22.05
122.88,18.19,22.05
123.39,18.19,22.05
123.90,18.25,22.25
124.41,18.25,22.15
124.92,18.25,22.25
125.44,18.25,22.25
125.95,18.31,22.25
126.46,18.31,22.35
126.97,18.31,22.15
127.48,18.31,22.15
128.00,18.37,22.15
128.51,18.37,22.15
129.02,18.37,22.15
129.53,18.44,22.15
130.04,18.44,22.15
130.55,18.44,22.15
131.07,18.44,22.15
131.58,18.44,22.15
132.09,18.50,22.15
132.60,18.50,22.15
133.11,18.50,22.15
133.63,18.56,22.25
134.14,18.56,22.15
134.65,18.56,22.25
135.16,18.56,22.45
135.67,18.56,22.45
136.19,18.62,22.45
136.70,18.62,22.55
137.21,18.62,22.65
137.72,18.69,22.65
138.23,18.69,22.65
138.75,18.69,22.65
139.26,18.75,22.65
139.77,18.75,22.95
140.28,18.75,22.95
140.79,18.75,22.85
141.30,18.81,22.95
141.82,18.81,22.85
142.33,18.81,22.75
142.84,18.81,22.75
143.35,18.81,22.65
143.86,18.87,22.65
144.38,18.87,22.85
144.89,18.87,22.65
145.40,18.94,22.65
145.91,18.94,22.45
146.42,18.94,22.55
146.94,19.00,22.45
147.45,19.00,22.35
147.96,19.00,22.45
148.47,19.00,22.25
148.98,19.06,22.15
149.49,19.06,22.65
150.01,19.06,22.45
150.52,19.06,22.35
151.03,19.06,22.55
151.54,19.06,22.55
152.05,19.06,22.55
152.57,19.12,22.25
153.08,19.12,22.45
153.59,19.12,22.25
154.10,19.12,22.35
154.61,19.12,22.25
155.13,19.12,22.15
155.64,19.19,22.35
156.15,19.19,22.15
156.66,19.19,22.15
157.17,19.19,22.25
157.69,19.19,22.25
158.20,19.25,22.25
158.71,19.25,22.15
159.22,19.25,22.25
159.73,19.25,22.25
160.24,19.25,22.15
160.76,19.31,22.15
161.27,19.31,22.05
161.78,19.31,22.15
162.29,19.31,22.15
162.80,19.31,22.25
163.32,19.31,22.25
163.83,19.37,22.15
164.34,19.37,22.25
164.85,19.37,22.15
165.36,19.37,22.15
165.88,19.37,22.25
166.39,19.37,22.25
166.90,19.44,21.95
167.41,19.44,22.15
167.92,19.44,22.05
168.44,19.44,22.05
168.95,19.44,22.15
169.46,19.50,22.15
169.97,19.50,21.95
170.48,19.50,22.25
170.99,19.50,22.05
171.51,19.50,22.15
172.02,19.50,22.05
172.53,19.50,22.15
173.04,19.50,22.15
173.55,19.50,21.95
174.07,19.56,21.95
174.58,19.56,21.95
175.09,19.56,21.85
175.60,19.56,21.95
176.11,19.56,21.75
176.63,19.62,21.75
177.14,19.56,21.95
177.65,19.62,21.95
178.16,19.62,22.05
178.67,19.62,21.95
179.19,19.62,21.85
179.70,19.62,21.75
180.21,19.62,22.05
180.72,19.62,21.85
181.23,19.69,21.85
181.74,19.69,21.75
182.26,19.69,21.75
182.77,19.69,21.75
183.28,19.69,21.45
183.79,19.69,21.65
